Timestamp,Milliseconds,Millibars
2020-07-14 15:33:17,1,1003.1848
2020-07-14 15:33:17,12,1003.1914
2020-07-14 15:33:17,21,1003.1914
2020-07-14 15:33:17,31,1003.1914
2020-07-14 15:33:17,42,1003.1914
2020-07-14 15:33:17,51,1003.1914
2020-07-14 15:33:17,61,1003.1914
2020-07-14 15:33:17,71,1003.1914
2020-07-14 15:33:17,81,1003.199
2020-07-14 15:33:17,91,1003.199
2020-07-14 15:33:17,101,1003.199
2020-07-14 15:33:17,112,1003.199
2020-07-14 15:33:17,121,1003.199
2020-07-14 15:33:17,131,1003.199
2020-07-14 15:33:17,141,1003.199
2020-07-14 15:33:17,151,1003.199
2020-07-14 15:33:17,161,1003.199
2020-07-14 15:33:17,171,1003.199
2020-07-14 15:33:17,181,1003.1904
2020-07-14 15:33:17,192,1003.1904
2020-07-14 15:33:17,201,1003.1904
2020-07-14 15:33:17,211,1003.1904
2020-07-14 15:33:17,221,1003.1904
2020-07-14 15:33:17,231,1003.1904
2020-07-14 15:33:17,241,1003.1904
2020-07-14 15:33:17,251,1003.1904
2020-07-14 15:33:17,261,1003.1904
2020-07-14 15:33:17,272,1003.1904
2020-07-14 15:33:17,281,1003.19604
2020-07-14 15:33:17,291,1003.19604
2020-07-14 15:33:17,301,1003.19604
2020-07-14 15:33:17,311,1003.19604
2020-07-14 15:33:17,321,1003.19604
2020-07-14 15:33:17,331,1003.19604
2020-07-14 15:33:17,341,1003.19604
2020-07-14 15:33:17,352,1003.19604
2020-07-14 15:33:17,361,1003.19604
2020-07-14 15:33:17,371,1003.19604
2020-07-14 15:33:17,381,1003.2019
2020-07-14 15:33:17,391,1003.2019
2020-07-14 15:33:17,402,1003.2019
2020-07-14 15:33:17,411,1003.2019
2020-07-14 15:33:17,421,1003.2019
2020-07-14 15:33:17,431,1003.2019
2020-07-14 15:33:17,441,1003.2019
2020-07-14 15:33:17,451,1003.2019
2020-07-14 15:33:18,462,1003.2019
2020-07-14 15:33:18,471,1003.2019
2020-07-14 15:33:18,481,1003.197
2020-07-14 15:33:18,491,1003.197
2020-07-14 15:33:18,502,1003.197
2020-07-14 15:33:18,511,1003.197
2020-07-14 15:33:18,521,1003.197
2020-07-14 15:33:18,531,1003.197
2020-07-14 15:33:18,542,1003.197
2020-07-14 15:33:18,551,1003.197
2020-07-14 15:33:18,561,1003.197
2020-07-14 15:33:18,571,1003.197
2020-07-14 15:33:18,581,1003.19775
2020-07-14 15:33:18,592,1003.19775
2020-07-14 15:33:18,601,1003.19775
2020-07-14 15:33:18,611,1003.19775
2020-07-14 15:33:18,621,1003.19775
2020-07-14 15:33:18,631,1003.19775
2020-07-14 15:33:18,641,1003.19775
2020-07-14 15:33:18,652,1003.19775
2020-07-14 15:33:18,661,1003.19775
2020-07-14 15:33:18,671,1003.19775
2020-07-14 15:33:18,681,1003.2173
2020-07-14 15:33:18,692,1003.2173
2020-07-14 15:33:18,701,1003.2173
2020-07-14 15:33:18,711,1003.2173
2020-07-14 15:33:18,721,1003.2173
2020-07-14 15:33:18,731,1003.2173
2020-07-14 15:33:18,741,1003.2173
2020-07-14 15:33:18,751,1003.2173
2020-07-14 15:33:18,762,1003.2173
2020-07-14 15:33:18,771,1003.2173
2020-07-14 15:33:18,781,1003.2173
2020-07-14 15:33:18,792,1003.22095
2020-07-14 15:33:18,801,1003.22095
2020-07-14 15:33:18,811,1003.22095
2020-07-14 15:33:18,821,1003.22095
2020-07-14 15:33:18,832,1003.22095
2020-07-14 15:33:18,841,1003.22095
2020-07-14 15:33:18,851,1003.22095
2020-07-14 15:33:18,861,1003.22095
2020-07-14 15:33:18,871,1003.22095
2020-07-14 15:33:18,881,1003.1963
2020-07-14 15:33:18,892,1003.1963
2020-07-14 15:33:18,901,1003.1963
2020-07-14 15:33:18,911,1003.1963
2020-07-14 15:33:18,921,1003.1963
2020-07-14 15:33:18,932,1003.1963
2020-07-14 15:33:18,941,1003.1963
2020-07-14 15:33:18,951,1003.1963
2020-07-14 15:33:18,962,1003.1963
2020-07-14 15:33:18,971,1003.1963
2020-07-14 15:33:18,981,1003.1963
2020-07-14 15:33:18,991,1003.18726
2020-07-14 15:33:18,1001,1003.18726
2020-07-14 15:33:18,1011,1003.18726
2020-07-14 15:33:18,1021,1003.18726
2020-07-14 15:33:18,1031,1003.18726
2020-07-14 15:33:18,1041,1003.18726
2020-07-14 15:33:18,1052,1003.18726
2020-07-14 15:33:18,1061,1003.18726
2020-07-14 15:33:18,1071,1003.18726
2020-07-14 15:33:18,1081,1003.1758
2020-07-14 15:33:18,1091,1003.1758
2020-07-14 15:33:18,1102,1003.1758
2020-07-14 15:33:18,1111,1003.1758
2020-07-14 15:33:18,1121,1003.1758
2020-07-14 15:33:18,1131,1003.1758
2020-07-14 15:33:18,1142,1003.1758
2020-07-14 15:33:18,1151,1003.1758
2020-07-14 15:33:18,1161,1003.1758
2020-07-14 15:33:18,1171,1003.1758
2020-07-14 15:33:18,1182,1003.176
2020-07-14 15:33:18,1191,1003.176
2020-07-14 15:33:18,1201,1003.176
2020-07-14 15:33:18,1211,1003.176
2020-07-14 15:33:18,1222,1003.176
2020-07-14 15:33:18,1231,1003.176
2020-07-14 15:33:18,1242,1003.176
2020-07-14 15:33:18,1251,1003.176
2020-07-14 15:33:18,1261,1003.176
2020-07-14 15:33:18,1272,1003.176
2020-07-14 15:33:18,1282,1003.176
2020-07-14 15:33:18,1291,1003.1709
